"SYMBOL 
","OPEN 
","HIGH 
","LOW 
","PREV. CLOSE 
","LTP 
","INDICATIVE CLOSE 
","CHNG 
","%CHNG 
","VOLUME 
(shares)","VALUE 
 (₹ Crores)","52W H 
","52W L 
","30 D   %CHNG 
","365 D % CHNG 
 19-Aug-2024"
"RBLBANK","256.00","258.00","253.00","256.60","253.35","-","-3.25","-1.27","42,58,646","108.95","272.88","146.10","-1.73","17.32"
"JUBLFOOD","634.20","638.15","625.45","634.20","626.10","-","-8.10","-1.28","11,87,889","74.90","796.75","558.25","-6.65","1.42"
"ADANIENSOL","825.00","829.20","812.00","824.20","813.40","-","-10.80","-1.31","5,58,969","45.82","1,115.50","588.00","-5.44","-25.07"
"INDHOTEL","810.00","811.95","791.20","806.80","796.00","-","-10.80","-1.34","30,74,385","247.40","894.90","607.60","4.55","30.94"
"JIOFIN","329.00","329.40","322.60","328.45","324.05","-","-4.40","-1.34","1,09,47,441","355.86","363.00","198.65","3.53","-1.71"
"INDUSINDBK","781.00","781.85","766.50","778.20","767.60","-","-10.60","-1.36","33,24,022","256.09","1,498.00","606.00","-9.39","-43.66"
"POWERGRID","288.40","289.55","283.60","288.40","284.05","-","-4.35","-1.51","73,89,271","210.68","366.25","247.30","-2.90","-15.30"
"ETERNAL","324.60","325.90","321.00","326.55","321.50","-","-5.05","-1.55","2,20,56,606","712.14","331.35","194.80","20.19","-"
"BAJAJ-AUTO","8,835.00","8,869.00","8,630.00","8,827.50","8,690.00","-","-137.50","-1.56","5,10,564","445.58","12,774.00","7,089.35","4.61","-9.74"
"TATACONSUM","1,104.00","1,104.00","1,086.50","1,105.30","1,088.00","-","-17.30","-1.57","6,14,098","67.03","1,234.30","882.90","1.38","-5.63"
"TATAELXSI","5,760.00","5,770.00","5,650.00","5,745.50","5,654.00","-","-91.50","-1.59","1,24,725","70.94","9,080.00","4,700.00","-7.31","-17.08"
"ASHOKLEY","133.15","133.81","130.80","133.10","130.95","-","-2.15","-1.62","1,66,95,588","221.28","134.31","95.93","6.65","-48.81"
"IDFCFIRSTB","71.21","71.25","69.90","71.25","70.09","-","-1.16","-1.63","1,07,86,733","76.15","78.45","52.46","-3.70","-2.86"
"MARICO","759.00","759.00","737.45","751.85","739.00","-","-12.85","-1.71","31,03,085","231.38","759.00","577.85","4.76","12.40"
"BRITANNIA","5,701.00","5,711.50","5,586.00","5,701.00","5,603.50","-","-97.50","-1.71","2,73,141","154.01","6,469.90","4,506.00","0.34","-1.12"
"SONACOMS","451.00","456.00","441.55","450.35","442.40","-","-7.95","-1.77","50,51,564","226.53","768.65","380.00","-7.70","-35.63"
"FORTIS","965.00","971.00","945.15","963.95","945.90","-","-18.05","-1.87","20,35,584","194.04","971.00","520.00","20.16","82.29"
"COALINDIA","380.95","381.55","377.25","384.70","377.50","-","-2.05","-0.54","62,12,604","235.71","543.55","349.25","-0.54","-26.67"
"JSWENERGY","532.00","532.30","519.20","531.75","520.50","-","-11.25","-2.12","25,95,769","136.11","804.90","418.75","0.01","-25.10"
"ATGL","634.00","634.00","616.55","630.40","616.90","-","-13.50","-2.14","3,09,973","19.33","868.85","532.60","-4.16","-26.62"
"GMRAIRPORT","91.10","91.31","88.85","91.01","89.05","-","-1.96","-2.15","57,96,455","52.01","98.23","67.75","-2.60","-"
"CROMPTON","330.90","330.90","319.95","328.35","321.15","-","-7.20","-2.19","23,54,813","76.34","484.00","301.00","-3.75","-27.60"
"360ONE","1,104.90","1,104.90","1,073.40","1,102.90","1,077.90","-","-25.00","-2.27","5,32,904","57.73","1,318.00","790.50","-9.69","0.38"
"IIFL","471.50","472.75","458.40","471.50","460.00","-","-11.50","-2.44","6,55,133","30.40","560.60","279.80","-12.11","2.52"
"TIINDIA","3,180.00","3,199.00","3,091.10","3,180.00","3,099.50","-","-80.50","-2.53","1,66,487","52.06","4,810.80","2,407.10","8.19","-22.69"
"POONAWALLA","463.00","466.30","449.45","462.80","451.00","-","-11.80","-2.55","7,56,245","34.45","483.40","267.20","0.86","15.77"
"SUZLON","60.16","60.24","58.01","59.85","58.22","-","-1.63","-2.72","5,30,42,863","313.01","86.04","46.15","-9.89","-24.65"
"IDEA","6.81","6.83","6.53","6.79","6.57","-","-0.22","-3.24","35,26,94,732","234.19","16.55","6.12","-11.01","-57.40"
"HFCL","75.27","76.25","72.61","75.27","72.79","-","-2.48","-3.29","1,65,68,740","123.19","171.00","70.35","-7.90","-46.54"
"DABUR","535.95","536.45","514.75","535.00","516.95","-","-18.05","-3.37","60,41,694","313.70","672.00","433.30","3.97","-14.14"
"MCX","8,250.00","8,254.00","7,892.50","8,224.00","7,928.00","-","-296.00","-3.60","6,80,912","549.47","9,115.00","4,408.15","-0.30","72.25"
"ANGELONE","2,720.80","2,735.00","2,529.60","2,720.80","2,546.10","-","-174.70","-6.42","25,67,524","663.44","3,503.15","1,941.00","0.54","0.89"
"BSE","2,524.00","2,529.80","2,325.00","2,523.00","2,330.10","-","-192.90","-7.65","1,21,51,255","2,899.96","3,030.00","884.00","0.07","-6.66"
